,Unnamed: 0,target,LastDigit
2165,2165,mr_m_education_03279,0
2166,2166,mr_m_education_03088,1
2167,2167,mr_m_education_03107,0
2168,2168,mr_m_education_02887,1
2169,2169,mr_m_education_03269,1
2170,2170,mr_m_education_03415,0
2171,2171,mr_m_education_02983,0
2172,2172,mr_m_education_02967,0
2173,2173,mr_m_education_03285,1
2174,2174,mr_m_education_03203,0
2175,2175,mr_m_education_03069,1
2176,2176,mr_m_education_02932,0
2177,2177,mr_m_education_02683,0
2178,2178,mr_m_education_03224,0
2179,2179,mr_m_education_03160,0
2180,2180,mr_m_education_03168,0
2181,2181,mr_m_education_03352,0
2182,2182,mr_m_education_03226,0
2183,2183,mr_m_education_03376,1
2184,2184,mr_m_education_02829,1
2185,2185,mr_m_education_02754,0
2186,2186,mr_m_education_02609,1
2187,2187,mr_m_education_02619,0
2188,2188,mr_m_education_03152,0
2189,2189,mr_m_education_03222,0
2190,2190,mr_m_education_03170,0
2191,2191,mr_m_education_03127,1
2192,2192,mr_m_education_03115,0
2193,2193,mr_m_education_02731,0
2194,2194,mr_m_education_03454,0
2195,2195,mr_m_education_02756,0
2196,2196,mr_m_education_03457,0
2197,2197,mr_m_education_02650,0
2198,2198,mr_m_education_02987,1
2199,2199,mr_m_education_02897,0
2200,2200,mr_m_education_02794,1
2201,2201,mr_m_education_02600,0
2202,2202,mr_m_education_03396,1
2203,2203,mr_m_education_02862,0
2204,2204,mr_m_education_03038,0
2205,2205,mr_m_education_03039,0
2206,2206,mr_m_education_02767,0
2207,2207,mr_m_education_03054,0
2208,2208,mr_m_education_02971,0
2209,2209,mr_m_education_03180,0
2210,2210,mr_m_education_02762,0
2211,2211,mr_m_education_02586,0
2212,2212,mr_m_education_02886,0
2213,2213,mr_m_education_02490,0
2214,2214,mr_m_education_02955,0
2215,2215,mr_m_education_02969,0
2216,2216,mr_m_education_03395,0
2217,2217,mr_m_education_03085,1
2218,2218,mr_m_education_03184,0
2219,2219,mr_m_education_03370,1
2220,2220,mr_m_education_03066,0
2221,2221,mr_m_education_02595,0
2222,2222,mr_m_education_03301,0
2223,2223,mr_m_education_02537,0
2224,2224,mr_m_education_02775,0
2225,2225,mr_m_education_02933,0
2226,2226,mr_m_education_03309,0
2227,2227,mr_m_education_03254,1
2228,2228,mr_m_education_02509,0
2229,2229,mr_m_education_02913,0
2230,2230,mr_m_education_02825,0
2231,2231,mr_m_education_02727,1
2232,2232,mr_m_education_02779,0
2233,2233,mr_m_education_03469,1
2234,2234,mr_m_education_03280,0
2235,2235,mr_m_education_02553,0
2236,2236,mr_m_education_03470,0
2237,2237,mr_m_education_02517,0
2238,2238,mr_m_education_03220,1
2239,2239,mr_m_education_02653,0
2240,2240,mr_m_education_02693,0
2241,2241,mr_m_education_03230,0
2242,2242,mr_m_education_02735,0
2243,2243,mr_m_education_02896,1
2244,2244,mr_m_education_02781,0
2245,2245,mr_m_education_03179,0
2246,2246,mr_m_education_02837,0
2247,2247,mr_m_education_02998,1
2248,2248,mr_m_education_03455,1
2249,2249,mr_m_education_02737,0
2250,2250,mr_m_education_03326,0
2251,2251,mr_m_education_03236,0
2252,2252,mr_m_education_02990,1
2253,2253,mr_m_education_03197,0
2254,2254,mr_m_education_03111,0
2255,2255,mr_m_education_02782,0
2256,2256,mr_m_education_03265,0
2257,2257,mr_m_education_02724,0
2258,2258,mr_m_education_02664,1
2259,2259,mr_m_education_03443,0
2260,2260,mr_m_education_03401,0
2261,2261,mr_m_education_03287,1
2262,2262,mr_m_education_02518,0
2263,2263,mr_m_education_02847,0
2264,2264,mr_m_education_03196,1
2265,2265,mr_m_education_02483,1
2266,2266,mr_m_education_03373,0
2267,2267,mr_m_education_03094,1
2268,2268,mr_m_education_02826,0
2269,2269,mr_m_education_03163,0
2270,2270,mr_m_education_02832,1
2271,2271,mr_m_education_03329,1
2272,2272,mr_m_education_03249,0
2273,2273,mr_m_education_02508,1
2274,2274,mr_m_education_02598,0
2275,2275,mr_m_education_03217,0
2276,2276,mr_m_education_02878,0
2277,2277,mr_m_education_02556,0
2278,2278,mr_m_education_02879,0
2279,2279,mr_m_education_02719,1
2280,2280,mr_m_education_03383,0
2281,2281,mr_m_education_03410,1
2282,2282,mr_m_education_03467,1
2283,2283,mr_m_education_02708,0
2284,2284,mr_m_education_03223,0
2285,2285,mr_m_education_03198,0
2286,2286,mr_m_education_02939,0
2287,2287,mr_m_education_02912,0
2288,2288,mr_m_education_03276,0
2289,2289,mr_m_education_03206,0
2290,2290,mr_m_education_03331,0
2291,2291,mr_m_education_03056,1
2292,2292,mr_m_education_03018,0
2293,2293,mr_m_education_03347,0
2294,2294,mr_m_education_02765,0
2295,2295,mr_m_education_02739,1
2296,2296,mr_m_education_02872,0
2297,2297,mr_m_education_02956,1
2298,2298,mr_m_education_03028,0
2299,2299,mr_m_education_03102,0
2300,2300,mr_m_education_03430,1
2301,2301,mr_m_education_02858,0
2302,2302,mr_m_education_02790,0
2303,2303,mr_m_education_03338,0
2304,2304,mr_m_education_02654,0
2305,2305,mr_m_education_02885,0
2306,2306,mr_m_education_02978,0
2307,2307,mr_m_education_03202,0
2308,2308,mr_m_education_02520,0
2309,2309,mr_m_education_03158,0
2310,2310,mr_m_education_03268,0
2311,2311,mr_m_education_03233,0
2312,2312,mr_m_education_02952,0
2313,2313,mr_m_education_03472,0
2314,2314,mr_m_education_02624,0
2315,2315,mr_m_education_03134,0
2316,2316,mr_m_education_02704,0
2317,2317,mr_m_education_03214,0
2318,2318,mr_m_education_03119,0
2319,2319,mr_m_education_02527,0
2320,2320,mr_m_education_02562,0
2321,2321,mr_m_education_02743,0
2322,2322,mr_m_education_02675,1
2323,2323,mr_m_education_03372,0
2324,2324,mr_m_education_03229,0
2325,2325,mr_m_education_03363,0
2326,2326,mr_m_education_02882,0
2327,2327,mr_m_education_02844,0
2328,2328,mr_m_education_03177,0
2329,2329,mr_m_education_03055,0
2330,2330,mr_m_education_03078,0
2331,2331,mr_m_education_02874,0
2332,2332,mr_m_education_02799,0
2333,2333,mr_m_education_02634,0
2334,2334,mr_m_education_03293,0
2335,2335,mr_m_education_03242,0
2336,2336,mr_m_education_03403,0
2337,2337,mr_m_education_03315,0
2338,2338,mr_m_education_02588,1
2339,2339,mr_m_education_03307,0
2340,2340,mr_m_education_03385,0
2341,2341,mr_m_education_02833,0
2342,2342,mr_m_education_02980,0
2343,2343,mr_m_education_02742,0
2344,2344,mr_m_education_03368,1
2345,2345,mr_m_education_02545,0
2346,2346,mr_m_education_03369,1
2347,2347,mr_m_education_02682,0
2348,2348,mr_m_education_02488,0
2349,2349,mr_m_education_03124,0
2350,2350,mr_m_education_02750,1
2351,2351,mr_m_education_03084,1
2352,2352,mr_m_education_02644,1
2353,2353,mr_m_education_02712,0
2354,2354,mr_m_education_03213,0
2355,2355,mr_m_education_02736,0
2356,2356,mr_m_education_03317,0
2357,2357,mr_m_education_02962,1
2358,2358,mr_m_education_02640,0
2359,2359,mr_m_education_03143,1
2360,2360,mr_m_education_02780,0
2361,2361,mr_m_education_03023,0
2362,2362,mr_m_education_03062,0
2363,2363,mr_m_education_02686,0
2364,2364,mr_m_education_02993,0
2365,2365,mr_m_education_03022,0
2366,2366,mr_m_education_03295,0
2367,2367,mr_m_education_02625,0
2368,2368,mr_m_education_02769,0
2369,2369,mr_m_education_02589,0
2370,2370,mr_m_education_03061,1
2371,2371,mr_m_education_02851,1
2372,2372,mr_m_education_03208,0
2373,2373,mr_m_education_02705,1
2374,2374,mr_m_education_03241,0
2375,2375,mr_m_education_02717,1
2376,2376,mr_m_education_02697,0
2377,2377,mr_m_education_03051,0
2378,2378,mr_m_education_02958,0
2379,2379,mr_m_education_02807,0
2380,2380,mr_m_education_02671,0
2381,2381,mr_m_education_02940,0
2382,2382,mr_m_education_03344,1
2383,2383,mr_m_education_03173,0
2384,2384,mr_m_education_02822,0
2385,2385,mr_m_education_02963,0
2386,2386,mr_m_education_03113,0
2387,2387,mr_m_education_02646,0
2388,2388,mr_m_education_03007,0
2389,2389,mr_m_education_02853,0
2390,2390,mr_m_education_03425,0
2391,2391,mr_m_education_02763,0
2392,2392,mr_m_education_03064,1
2393,2393,mr_m_education_03034,0
2394,2394,mr_m_education_03045,0
2395,2395,mr_m_education_03270,0
2396,2396,mr_m_education_02516,0
2397,2397,mr_m_education_03417,0
2398,2398,mr_m_education_02655,0
2399,2399,mr_m_education_03379,0
2400,2400,mr_m_education_02741,0
2401,2401,mr_m_education_02530,0
2402,2402,mr_m_education_02900,1
2403,2403,mr_m_education_02512,0
2404,2404,mr_m_education_02541,1
2405,2405,mr_m_education_02672,1
2406,2406,mr_m_education_02848,1
2407,2407,mr_m_education_02812,1
2408,2408,mr_m_education_02204,0
2409,2409,mr_m_education_02098,0
2410,2410,mr_m_education_02339,0
2411,2411,mr_m_education_01865,0
2412,2412,mr_m_education_01717,1
2413,2413,mr_m_education_01972,0
2414,2414,mr_m_education_02428,0
2415,2415,mr_m_education_01728,0
2416,2416,mr_m_education_02009,0
2417,2417,mr_m_education_02441,0
2418,2418,mr_m_education_01756,0
2419,2419,mr_m_education_01792,1
2420,2420,mr_m_education_01765,0
2421,2421,mr_m_education_02188,0
2422,2422,mr_m_education_02090,0
2423,2423,mr_m_education_01873,0
2424,2424,mr_m_education_02155,0
2425,2425,mr_m_education_01682,1
2426,2426,mr_m_education_02164,0
2427,2427,mr_m_education_02262,0
2428,2428,mr_m_education_02362,0
2429,2429,mr_m_education_01734,0
2430,2430,mr_m_education_01927,0
2431,2431,mr_m_education_02045,0
2432,2432,mr_m_education_01962,0
2433,2433,mr_m_education_01923,0
2434,2434,mr_m_education_02292,0
2435,2435,mr_m_education_02120,0
2436,2436,mr_m_education_02424,0
2437,2437,mr_m_education_01716,0
2438,2438,mr_m_education_01942,0
2439,2439,mr_m_education_02192,1
2440,2440,mr_m_education_02150,0
2441,2441,mr_m_education_01769,0
2442,2442,mr_m_education_02329,0
2443,2443,mr_m_education_02186,0
2444,2444,mr_m_education_02196,0
2445,2445,mr_m_education_02102,0
2446,2446,mr_m_education_01955,0
2447,2447,mr_m_education_02472,0
2448,2448,mr_m_education_02058,0
2449,2449,mr_m_education_02128,0
2450,2450,mr_m_education_02319,0
2451,2451,mr_m_education_01941,0
2452,2452,mr_m_education_02184,0
2453,2453,mr_m_education_01902,0
2454,2454,mr_m_education_02219,0
2455,2455,mr_m_education_02361,1
2456,2456,mr_m_education_01693,0
2457,2457,mr_m_education_02130,0
2458,2458,mr_m_education_02358,0
2459,2459,mr_m_education_01993,0
2460,2460,mr_m_education_02049,0
2461,2461,mr_m_education_02127,0
2462,2462,mr_m_education_02338,0
2463,2463,mr_m_education_01699,0
2464,2464,mr_m_education_02316,0
2465,2465,mr_m_education_02021,0
2466,2466,mr_m_education_02138,0
2467,2467,mr_m_education_01891,0
2468,2468,mr_m_education_01906,0
2469,2469,mr_m_education_02267,0
2470,2470,mr_m_education_01791,0
2471,2471,mr_m_education_01708,0
2472,2472,mr_m_education_02343,0
2473,2473,mr_m_education_02060,0
2474,2474,mr_m_education_02232,0
2475,2475,mr_m_education_02436,0
2476,2476,mr_m_education_02289,0
2477,2477,mr_m_education_02042,0
2478,2478,mr_m_education_02437,0
2479,2479,mr_m_education_01879,0
2480,2480,mr_m_education_01950,0
2481,2481,mr_m_education_01952,1
2482,2482,mr_m_education_02414,0
2483,2483,mr_m_education_01700,0
2484,2484,mr_m_education_01746,0
2485,2485,mr_m_education_02166,0
2486,2486,mr_m_education_01878,0
2487,2487,mr_m_education_02376,0
2488,2488,mr_m_education_02019,0
2489,2489,mr_m_education_02272,1
2490,2490,mr_m_education_01709,0
2491,2491,mr_m_education_01974,1
2492,2492,mr_m_education_01918,0
2493,2493,mr_m_education_02029,0
2494,2494,mr_m_education_01776,0
2495,2495,mr_m_education_01698,0
2496,2496,mr_m_education_02143,0
2497,2497,mr_m_education_02169,0
2498,2498,mr_m_education_01989,0
2499,2499,mr_m_education_01751,0
2500,2500,mr_m_education_02015,0
2501,2501,mr_m_education_01995,0
2502,2502,mr_m_education_02236,0
2503,2503,mr_m_education_02268,0
2504,2504,mr_m_education_02031,0
2505,2505,mr_m_education_01893,0
2506,2506,mr_m_education_02191,0
2507,2507,mr_m_education_01721,0
2508,2508,mr_m_education_01817,0
2509,2509,mr_m_education_02291,0
2510,2510,mr_m_education_02278,0
2511,2511,mr_m_education_01780,0
2512,2512,mr_m_education_02034,0
2513,2513,mr_m_education_02296,0
2514,2514,mr_m_education_01680,0
2515,2515,mr_m_education_02112,0
2516,2516,mr_m_education_02307,0
2517,2517,mr_m_education_01694,0
2518,2518,mr_m_education_02153,0
2519,2519,mr_m_education_02282,0
2520,2520,mr_m_education_02256,0
2521,2521,mr_m_education_02277,0
2522,2522,mr_m_education_01916,0
2523,2523,mr_m_education_02407,0
2524,2524,mr_m_education_02394,0
2525,2525,mr_m_education_01886,0
2526,2526,mr_m_education_02027,0
2527,2527,mr_m_education_01978,0
2528,2528,mr_m_education_01823,0
2529,2529,mr_m_education_02458,0
2530,2530,mr_m_education_01931,0
2531,2531,mr_m_education_01839,0
2532,2532,mr_m_education_02099,0
2533,2533,mr_m_education_01749,0
2534,2534,mr_m_education_02003,0
2535,2535,mr_m_education_01900,0
2536,2536,mr_m_education_02274,0
2537,2537,mr_m_education_01935,0
2538,2538,mr_m_education_02398,0
2539,2539,mr_m_education_02011,0
2540,2540,mr_m_education_02413,1
2541,2541,mr_m_education_02231,0
2542,2542,mr_m_education_02295,0
2543,2543,mr_m_education_01981,0
2544,2544,mr_m_education_02245,0
2545,2545,mr_m_education_01808,0
2546,2546,mr_m_education_02189,0
2547,2547,mr_m_education_01996,0
2548,2548,mr_m_education_02220,1
2549,2549,mr_m_education_02023,0
2550,2550,mr_m_education_02427,0
2551,2551,mr_m_education_02462,0
2552,2552,mr_m_education_02419,1
2553,2553,mr_m_education_02072,0
2554,2554,mr_m_education_02087,0
2555,2555,mr_m_education_01872,1
2556,2556,mr_m_education_02229,1
2557,2557,mr_m_education_02433,0
2558,2558,mr_m_education_01954,0
2559,2559,mr_m_education_02145,0
2560,2560,mr_m_education_02456,1
2561,2561,mr_m_education_01921,0
2562,2562,mr_m_education_02265,0
2563,2563,mr_m_education_01712,0
2564,2564,mr_m_education_01844,0
2565,2565,mr_m_education_01917,1
2566,2566,mr_m_education_02276,0
2567,2567,mr_m_education_02154,0
2568,2568,mr_m_education_02423,0
2569,2569,mr_m_education_01759,1
2570,2570,mr_m_education_02014,0
2571,2571,mr_m_education_01782,1
2572,2572,mr_m_education_01760,0
2573,2573,mr_m_education_01984,0
2574,2574,mr_m_education_02101,0
2575,2575,mr_m_education_01967,0
2576,2576,mr_m_education_01842,1
2577,2577,mr_m_education_01822,1
2578,2578,mr_m_education_02047,0
2579,2579,mr_m_education_02083,1
2580,2580,mr_m_education_02242,0
2581,2581,mr_m_education_02430,1
2582,2582,mr_m_education_01697,1
2583,2583,mr_m_education_02285,1
2584,2584,mr_m_education_01690,0
2585,2585,mr_m_education_02364,0
2586,2586,mr_m_education_02359,0
2587,2587,mr_m_education_02393,1
2588,2588,mr_m_education_02165,0
2589,2589,mr_m_education_02136,0
2590,2590,mr_m_education_01858,1
2591,2591,mr_m_education_02446,1
2592,2592,mr_m_education_01704,1
2593,2593,mr_m_education_02032,0
2594,2594,mr_m_education_02356,1
2595,2595,mr_m_education_01726,1
2596,2596,mr_m_education_01953,1
2597,2597,mr_m_education_02135,0
2598,2598,mr_m_education_01958,0
2599,2599,mr_m_education_02108,0
2600,2600,mr_m_education_01725,0
2601,2601,mr_m_education_02082,0
2602,2602,mr_m_education_02380,1
2603,2603,mr_m_education_02310,0
2604,2604,mr_m_education_02048,0
2605,2605,mr_m_education_01827,1
2606,2606,mr_m_education_02080,0
2607,2607,mr_m_education_01748,1
2608,2608,mr_m_education_01986,0
2609,2609,mr_m_education_01895,1
2610,2610,mr_m_education_02028,0
2611,2611,mr_m_education_02373,0
2612,2612,mr_m_education_02314,1
2613,2613,mr_m_education_01701,1
2614,2614,mr_m_education_01926,0
2615,2615,mr_m_education_01800,0
2616,2616,mr_m_education_01939,1
2617,2617,mr_m_education_02210,0
2618,2618,mr_m_education_01785,0
2619,2619,mr_m_education_02357,0
2620,2620,mr_m_education_02096,1
2621,2621,mr_m_education_01754,0
2622,2622,mr_m_education_02449,0
2623,2623,mr_m_education_01767,1
2624,2624,mr_m_education_01850,1
2625,2625,mr_m_education_02124,1
2626,2626,mr_m_education_01961,0
2627,2627,mr_m_education_01913,0
2628,2628,mr_m_education_02111,0
2629,2629,mr_m_education_02346,1
2630,2630,mr_m_education_02224,0
2631,2631,mr_m_education_02020,1
2632,2632,mr_m_education_01867,0
2633,2633,mr_m_education_02259,0
2634,2634,mr_m_education_01814,1
2635,2635,mr_m_education_02317,1
2636,2636,mr_m_education_01801,1
2637,2637,mr_m_education_02399,0
2638,2638,mr_m_education_01975,0
2639,2639,mr_m_education_02476,0
2640,2640,mr_m_education_02068,0
2641,2641,mr_m_education_01799,1
2642,2642,mr_m_education_02211,1
2643,2643,mr_m_education_01821,1
2644,2644,mr_m_education_02281,1
2645,2645,mr_m_education_02086,0
2646,2646,mr_m_education_01806,1
2647,2647,mr_m_education_02473,1
2648,2648,mr_m_education_02180,0
2649,2649,mr_m_education_02097,1
2650,2650,mr_m_education_02254,1
2651,2651,mr_m_education_02420,0
2652,2652,mr_m_education_02040,0
2653,2653,mr_m_education_01805,0
2654,2654,mr_m_education_01966,0
2655,2655,mr_m_education_01977,0
2656,2656,mr_m_education_01875,1
2657,2657,mr_m_education_02388,0
2658,2658,mr_m_education_01804,0
2659,2659,mr_m_education_01790,1
2660,2660,mr_m_education_02177,0
2661,2661,mr_m_education_02149,1
2662,2662,mr_m_education_01829,1
2663,2663,mr_m_education_02016,0
2664,2664,mr_m_education_02223,0
2665,2665,mr_m_education_02341,1
2666,2666,mr_m_education_01788,1
2667,2667,mr_m_education_02447,1
2668,2668,mr_m_education_01980,0
2669,2669,mr_m_education_02067,0
2670,2670,mr_m_education_02397,0
2671,2671,mr_m_education_02253,1
2672,2672,mr_m_education_02001,1
2673,2673,mr_m_education_02181,0
2674,2674,mr_m_education_02408,0
2675,2675,mr_m_education_01994,0
2676,2676,mr_m_education_01929,0
2677,2677,mr_m_education_01868,0
2678,2678,mr_m_education_01932,1
2679,2679,mr_m_education_01876,0
2680,2680,mr_m_education_02148,1
2681,2681,mr_m_education_02183,0
2682,2682,mr_m_education_02415,1
2683,2683,mr_m_education_02409,0
2684,2684,mr_m_education_02330,1
2685,2685,mr_m_education_01964,0
2686,2686,mr_m_education_01758,1
2687,2687,mr_m_education_02168,0
2688,2688,mr_m_education_02205,1
2689,2689,mr_m_education_01707,1
2690,2690,mr_m_education_01963,0
2691,2691,mr_m_education_02207,1
2692,2692,mr_m_education_01960,0
2693,2693,mr_m_education_01910,1
2694,2694,mr_m_education_01737,1
2695,2695,mr_m_education_01909,1
2696,2696,mr_m_education_02064,1
2697,2697,mr_m_education_01959,1
2698,2698,mr_m_education_02007,0
2699,2699,mr_m_education_02226,0
2700,2700,mr_m_education_01871,1
2701,2701,mr_m_education_01730,0
2702,2702,mr_m_education_02382,0
2703,2703,mr_m_education_02344,1
2704,2704,mr_m_education_02214,1
2705,2705,mr_m_education_01951,1
2706,2706,mr_m_education_01684,1
2707,2707,mr_m_education_01686,0
2708,2708,mr_m_education_01838,1
2709,2709,mr_m_education_01862,1
2710,2710,mr_m_education_01949,1
2711,2711,mr_m_education_02452,0
2712,2712,mr_m_education_02036,0
2713,2713,mr_m_education_01903,0
2714,2714,mr_m_education_02151,0
2715,2715,mr_m_education_01812,0
2716,2716,mr_m_education_02050,1
2717,2717,mr_m_education_01930,1
2718,2718,mr_m_education_01898,0
2719,2719,mr_m_education_02230,1
2720,2720,mr_m_education_02123,1
2721,2721,mr_m_education_01919,1
2722,2722,mr_m_education_01944,0
2723,2723,mr_m_education_01826,1
2724,2724,mr_m_education_02403,0
2725,2725,mr_m_education_02435,0
2726,2726,mr_m_education_01832,0
2727,2727,mr_m_education_01985,0
2728,2728,mr_m_education_02345,0
2729,2729,mr_m_education_02089,1
2730,2730,mr_m_education_01928,0
2731,2731,mr_m_education_01714,0
2732,2732,mr_m_education_01678,1
2733,2733,mr_m_education_02171,1
2734,2734,mr_m_education_02182,0
2735,2735,mr_m_education_02381,0
2736,2736,mr_m_education_01703,0
2737,2737,mr_m_education_01753,0
2738,2738,mr_m_education_02464,0
2739,2739,mr_m_education_02200,0
2740,2740,mr_m_education_02133,0
2741,2741,mr_m_education_02474,0
2742,2742,mr_m_education_01934,0
2743,2743,mr_m_education_01938,0
2744,2744,mr_m_education_02059,1
2745,2745,mr_m_education_01783,1
2746,2746,mr_m_education_02431,1
2747,2747,mr_m_education_01679,0
2748,2748,mr_m_education_02396,0
2749,2749,mr_m_education_02000,0
2750,2750,mr_m_education_01813,1
2751,2751,mr_m_education_01973,0
2752,2752,mr_m_education_02051,0
2753,2753,mr_m_education_01849,0
2754,2754,mr_m_education_01705,1
2755,2755,mr_m_education_02022,1
2756,2756,mr_m_education_02113,0
2757,2757,mr_m_education_02201,1
2758,2758,mr_m_education_02287,0
2759,2759,mr_m_education_01770,0
2760,2760,mr_m_education_01820,1
2761,2761,mr_m_education_01793,1
2762,2762,mr_m_education_02055,1
2763,2763,mr_m_education_02331,1
2764,2764,mr_m_education_02390,0
2765,2765,mr_m_education_02354,0
2766,2766,mr_m_education_02284,0
2767,2767,mr_m_education_01863,1
2768,2768,mr_m_education_02370,1
2769,2769,mr_m_education_02478,0
2770,2770,mr_m_education_01711,0
2771,2771,mr_m_education_01883,0
2772,2772,mr_m_education_02125,0
2773,2773,mr_m_education_02238,1
2774,2774,mr_m_education_02144,1
2775,2775,mr_m_education_02320,0
2776,2776,mr_m_education_02258,0
2777,2777,mr_m_education_01912,0
2778,2778,mr_m_education_01874,0
2779,2779,mr_m_education_02088,0
2780,2780,mr_m_education_01744,0
2781,2781,mr_m_education_02005,1
2782,2782,mr_m_education_02093,1
2783,2783,mr_m_education_02004,1
2784,2784,mr_m_education_02366,0
2785,2785,mr_m_education_02304,0
2786,2786,mr_m_education_02353,0
2787,2787,mr_m_education_02234,0
2788,2788,mr_m_education_02233,0
2789,2789,mr_m_education_02337,0
2790,2790,mr_m_education_02471,0
2791,2791,mr_m_education_01857,0
2792,2792,mr_m_education_02043,1
2793,2793,mr_m_education_02425,0
2794,2794,mr_m_education_01696,1
2795,2795,mr_m_education_02044,1
2796,2796,mr_m_education_02017,0
2797,2797,mr_m_education_02179,0
2798,2798,mr_m_education_02157,0
2799,2799,mr_m_education_01925,0
2800,2800,mr_m_education_02246,1
2801,2801,mr_m_education_02202,0
2802,2802,mr_m_education_02237,0
2803,2803,mr_m_education_02315,0
2804,2804,mr_m_education_02348,1
2805,2805,mr_m_education_02240,0
2806,2806,mr_m_education_02350,1
2807,2807,mr_m_education_02332,1
2808,2808,mr_m_education_02301,0
2809,2809,mr_m_education_02167,0
2810,2810,mr_m_education_02392,0
2811,2811,mr_m_education_02378,1
2812,2812,mr_m_education_02371,0
2813,2813,mr_m_education_02117,0
2814,2814,mr_m_education_01752,1
2815,2815,mr_m_education_02176,1
2816,2816,mr_m_education_02066,0
2817,2817,mr_m_education_02395,0
2818,2818,mr_m_education_02106,0
2819,2819,mr_m_education_02318,1
2820,2820,mr_m_education_01819,0
2821,2821,mr_m_education_01920,0
2822,2822,mr_m_education_02206,0
2823,2823,mr_m_education_02421,1
2824,2824,mr_m_education_01887,1
2825,2825,mr_m_education_02384,1
2826,2826,mr_m_education_02057,0
2827,2827,mr_m_education_02479,1
2828,2828,mr_m_education_01840,1
2829,2829,mr_m_education_01894,0
2830,2830,mr_m_education_02109,0
2831,2831,mr_m_education_02006,1
2832,2832,mr_m_education_02239,1
2833,2833,mr_m_education_02159,0
2834,2834,mr_m_education_01766,0
2835,2835,mr_m_education_02147,1
2836,2836,mr_m_education_02467,1
2837,2837,mr_m_education_02283,1
2838,2838,mr_m_education_02411,0
2839,2839,mr_m_education_01997,0
2840,2840,mr_m_education_01830,1
2841,2841,mr_m_education_02270,1
2842,2842,mr_m_education_02187,0
2843,2843,mr_m_education_01733,1
2844,2844,mr_m_education_02195,0
2845,2845,mr_m_education_02077,0
2846,2846,mr_m_education_02063,0
2847,2847,mr_m_education_02222,0
2848,2848,mr_m_education_01676,0
2849,2849,mr_m_education_01859,0
2850,2850,mr_m_education_01723,0
2851,2851,mr_m_education_02209,0
2852,2852,mr_m_education_01914,0
2853,2853,mr_m_education_02252,0
2854,2854,mr_m_education_02422,0
2855,2855,mr_m_education_01885,0
2856,2856,mr_m_education_01853,1
2857,2857,mr_m_education_01747,0
2858,2858,mr_m_education_02480,0
2859,2859,mr_m_education_02142,0
2860,2860,mr_m_education_01945,0
2861,2861,mr_m_education_01946,0
2862,2862,mr_m_education_02175,0
2863,2863,mr_m_education_02349,0
2864,2864,mr_m_education_02081,0
2865,2865,mr_m_education_02251,0
2866,2866,mr_m_education_01841,0
2867,2867,mr_m_education_02126,0
2868,2868,mr_m_education_02444,0
2869,2869,mr_m_education_02466,0
2870,2870,mr_m_education_01802,0
2871,2871,mr_m_education_02076,0
2872,2872,mr_m_education_02299,0
2873,2873,mr_m_education_02118,0
2874,2874,mr_m_education_02368,1
2875,2875,mr_m_education_02459,0
2876,2876,mr_m_education_02402,0
2877,2877,mr_m_education_02170,1
2878,2878,mr_m_education_02360,0
2879,2879,mr_m_education_02365,0
2880,2880,mr_m_education_01727,0
2881,2881,mr_m_education_02328,0
2882,2882,mr_m_education_02465,0
2883,2883,mr_m_education_02443,0
2884,2884,mr_m_education_02018,1
2885,2885,mr_m_education_02439,1
2886,2886,mr_m_education_02173,0
2887,2887,mr_m_education_02227,0
2888,2888,mr_m_education_01762,0
2889,2889,mr_m_education_01807,0
2890,2890,mr_m_education_02404,0
2891,2891,mr_m_education_02146,1
2892,2892,mr_m_education_02475,1
2893,2893,mr_m_education_02379,0
2894,2894,mr_m_education_01915,0
2895,2895,mr_m_education_02351,0
2896,2896,mr_m_education_01847,0
2897,2897,mr_m_education_02367,1
2898,2898,mr_m_education_02194,0
2899,2899,mr_m_education_01991,0
2900,2900,mr_m_education_02114,1
2901,2901,mr_m_education_02290,0
2902,2902,mr_m_education_01968,0
2903,2903,mr_m_education_01784,0
2904,2904,mr_m_education_01861,1
2905,2905,mr_m_education_02334,0
2906,2906,mr_m_education_01882,1
2907,2907,mr_m_education_01969,0
2908,2908,mr_m_education_01837,0
2909,2909,mr_m_education_02410,0
2910,2910,mr_m_education_02100,0
2911,2911,mr_m_education_02213,0
2912,2912,mr_m_education_02174,0
2913,2913,mr_m_education_02221,0
2914,2914,mr_m_education_02266,0
2915,2915,mr_m_education_02249,1
2916,2916,mr_m_education_02300,0
2917,2917,mr_m_education_02273,0
2918,2918,mr_m_education_01732,1
2919,2919,mr_m_education_02269,0
2920,2920,mr_m_education_01965,0
2921,2921,mr_m_education_01957,1
2922,2922,mr_m_education_02075,0
2923,2923,mr_m_education_02241,0
2924,2924,mr_m_education_02141,0
2925,2925,mr_m_education_01911,0
2926,2926,mr_m_education_02247,0
2927,2927,mr_m_education_02172,0
2928,2928,mr_m_education_02039,1
2929,2929,mr_m_education_01689,0
2930,2930,mr_m_education_02375,0
2931,2931,mr_m_education_02079,0
2932,2932,mr_m_education_02263,1
2933,2933,mr_m_education_02095,0
2934,2934,mr_m_education_01724,0
2935,2935,mr_m_education_02217,1
2936,2936,mr_m_education_02218,0
2937,2937,mr_m_education_01889,0
2938,2938,mr_m_education_01990,0
2939,2939,mr_m_education_02137,0
2940,2940,mr_m_education_01702,0
